	CW1eff_0_August_2024	CW3eff_4_April_2025	CW1MF01_4_April_2025	CW1MF02_4_April_2025	CW1MF05_4_April_2025	CW1MF06_4_April_2025	CW1MF09_4_April_2025	CW1MF10_4_April_2025	CW2MF01_4_April_2025	CW2MF02_4_April_2025	CW2MF05_4_April_2025	CW2eff_0_August_2024	CW2MF06_4_April_2025	CW2MF09_4_April_2025	CW2MF10_4_April_2025	CW3MF01_4_April_2025	CW3MF02_4_April_2025	CW3MF05_4_April_2025	CW3MF06_4_April_2025	CW3MF09_4_April_2025	CW3MF10_4_April_2025	CWinf_5_June_2025	CW3eff_0_August_2024	CW1eff_5_June_2025	CW2eff_5_June_2025	CW3eff_5_June_2025	CW1MF01_5_June_2025	CW1MF02_5_June_2025	CW1MF05_5_June_2025	CW1MF06_5_June_2025	CW1MF09_5_June_2025	CW1MF10_5_June_2025	CW2MF01_5_June_2025	CW1MF01_0_August_2024	CW2MF02_5_June_2025	CW2MF05_5_June_2025	CW2MF06_5_June_2025	CW2MF09_5_June_2025	CW2MF10_5_June_2025	CW3MF01_5_June_2025	CW3MF02_5_June_2025	CW3MF05_5_June_2025	CW3MF06_5_June_2025	CW3MF09_5_June_2025	CW1MF02_0_August_2024	CW3MF10_5_June_2025	CWinf_6_August_2025	CW1eff_6_August_2025	CW2eff_6_August_2025	CW3eff_6_August_2025	CW1MF01_6_August_2025	CW1MF02_6_August_2025	CW1MF05_6_August_2025	CW1MF06_6_August_2025	CW1MF09_6_August_2025	CW1MF05_0_August_2024	CW1MF10_6_August_2025	CW2MF01_6_August_2025	CW2MF02_6_August_2025	CW2MF05_6_August_2025	CW2MF06_6_August_2025	CW2MF09_6_August_2025	CW2MF10_6_August_2025	CW3MF01_6_August_2025	CW3MF02_6_August_2025	CW3MF05_6_August_2025	CW1MF06_0_August_2024	CW3MF06_6_August_2025	CW3MF09_6_August_2025	CW3MF10_6_August_2025	CWinf_7_October_2025	CW1eff_7_October_2025	CW2eff_7_October_2025	CW3eff_7_October_2025	CW1MF01_7_October_2025	CW1MF02_7_October_2025	CW1MF05_7_October_2025	CW1MF09_0_August_2024	CW1MF06_7_October_2025	CW1MF09_7_October_2025	CW1MF10_7_October_2025	CW2MF01_7_October_2025	CW2MF02_7_October_2025	CW2MF05_7_October_2025	CW2MF06_7_October_2025	CW2MF09_7_October_2025	CW2MF10_7_October_2025	CW3MF01_7_October_2025	CW1MF10_0_August_2024	CW3MF02_7_October_2025	CW3MF05_7_October_2025	CW3MF06_7_October_2025	CW3MF09_7_October_2025	CW3MF10_7_October_2025	CWinf_8_December_2025	CW1eff_8_December_2025	CW2eff_8_December_2025	CW3eff_8_December_2025	CW1MF01_8_December_2025	CW2MF01_0_August_2024	CW1MF02_8_December_2025	CW1MF05_8_December_2025	CW1MF06_8_December_2025	CW1MF09_8_December_2025	CW1MF10_8_December_2025	CW2MF01_8_December_2025	CW2MF02_8_December_2025	CW2MF05_8_December_2025	CW2MF06_8_December_2025	CW2MF09_8_December_2025	CW2MF02_0_August_2024	CW2MF10_8_December_2025	CW3MF01_8_December_2025	CW3MF02_8_December_2025	CW3MF05_8_December_2025	CW3MF06_8_December_2025	CW3MF09_8_December_2025	CW3MF10_8_December_2025	CW2MF05_0_August_2024	CW2MF06_0_August_2024	CW2MF09_0_August_2024	CW2MF10_0_August_2024	CW3MF01_0_August_2024	CW3MF02_0_August_2024	CW3MF05_0_August_2024	CW3MF06_0_August_2024	CW3MF09_0_August_2024	CW3MF10_0_August_2024	CWinf_1_October_2024	CW1eff_1_October_2024	CW2eff_1_October_2024	CW3eff_1_October_2024	CW1MF01_1_October_2024	CW1MF02_1_October_2024	CW1MF05_1_October_2024	CW1MF06_1_October_2024	CW1MF09_1_October_2024	CW1MF10_1_October_2024	CW2MF01_1_October_2024	CW2MF02_1_October_2024	CW2MF05_1_October_2024	CW2MF06_1_October_2024	CW2MF09_1_October_2024	CW2MF10_1_October_2024	CW3MF01_1_October_2024	CW3MF02_1_October_2024	CW3MF05_1_October_2024	CW3MF06_1_October_2024	CW3MF09_1_October_2024	CW3MF10_1_October_2024	CWinf_2_December_2024	CW1eff_2_December_2024	CW2eff_2_December_2024	CW3eff_2_December_2024	CW1MF01_2_December_2024	CW1MF02_2_December_2024	CW1MF05_2_December_2024	CW1MF06_2_December_2024	CW1MF09_2_December_2024	CW1MF10_2_December_2024	CW2MF01_2_December_2024	CW2MF02_2_December_2024	CW2MF05_2_December_2024	CW2MF06_2_December_2024	CW2MF09_2_December_2024	CW2MF10_2_December_2024	CW3MF01_2_December_2024	CW3MF02_2_December_2024	CW3MF05_2_December_2024	CW3MF06_2_December_2024	CW3MF09_2_December_2024	CW3MF10_2_December_2024	CWinf_3_February_2025	CW1eff_3_February_2025	CW2eff_3_February_2025	CW3eff_3_February_2025	CW1MF01_3_February_2025	CW1MF02_3_February_2025	CW1MF05_3_February_2025	CW1MF06_3_February_2025	CW1MF09_3_February_2025	CW1MF10_3_February_2025	CW2MF01_3_February_2025	CW2MF02_3_February_2025	CW2MF05_3_February_2025	CW2MF06_3_February_2025	CW2MF09_3_February_2025	CWinf_0_August_2024	CW2MF10_3_February_2025	CW3MF01_3_February_2025	CW3MF02_3_February_2025	CW3MF05_3_February_2025	CW3MF06_3_February_2025	CW3MF09_3_February_2025	CW3MF10_3_February_2025	CWinf_4_April_2025	CW1eff_4_April_2025	CW2eff_4_April_2025
Seq_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	32	0	0	0	0	0	0	0
Seq_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_24	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	10	0	0	0	300	0	87	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	14	0	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0
Seq_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	0	4	0
Seq_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_27	22	0	0	0	16	0	0	0	6	0	28	0	0	0	0	0	0	23	0	301	0	0	0	0	3	0	0	0	0	0	40	5	0	0	0	0	0	23	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	28	0	0	0	31	0	12	0	0	11	0	0	0	0	0	37	0	0	0	0	0	0	13	0	0	8	0	11	44	0	54	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	4	20	6	0	25	0	0	0	0	0	17	0	0	0	29	0	0	0	21	14	0	0	0	0	0	0	17	15	0	16	18	14	0	0	0	0	53	0	0	19	32	0	0	0	8	0	0	0	0	10	0	0	0	0	18	0	14	0	15	0	0	24	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	11	8
Seq_28	0	0	22	0	0	0	14	6	0	0	0	25	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	15	0	0	0	36	0	0	8	0	0	16	0	0	0	0	13	0	0	0	0	0	21	0	26	11	0	28	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	23	0	0	32	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	26	42	0	0	0	13	42	0	0	17	0	17	0	0	0	0	12	0	0	0	14	0	0	26	0	0	7	0	0	20	0	16	0	0	30	0	15	0	0	0	0	0	0	9	0	0	0	5	0	0	16	0	0	8	0	0	23	0	21	0	9	0	0	0	0	12	31	0	0	0	11	0	0	0	0	0	0	0
Seq_29	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	17	0	0	0	0	0	0	12	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0	0	0	0	6	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_30	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0
Seq_32	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0
Seq_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Seq_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	20	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	14	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0	0	0	16	0	0	30	0	8	0	9	0	7	0	0	0	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_37	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
Seq_39	50	0	82	0	312	0	129	10	98	0	37	34	20	170	33	133	12	11	0	33	14	0	0	0	11	24	54	0	112	78	227	0	83	35	0	30	52	84	66	41	9	0	8	11	177	10	0	0	0	0	63	0	51	14	19	276	22	55	0	0	80	48	53	21	0	13	13	0	0	0	0	0	0	0	50	0	159	0	13	177	18	73	0	0	27	7	0	62	181	21	24	0	0	0	0	10	0	0	48	28	0	390	70	223	15	0	0	197	21	12	59	40	189	28	24	0	17	29	17	61	34	80	46	148	93	91	38	48	0	26	24	30	115	106	133	312	235	266	187	52	126	166	253	68	126	151	22	52	67	26	0	21	18	12	58	28	215	51	159	17	113	13	14	37	0	97	106	13	68	36	42	0	0	41	28	25	141	0	267	38	271	70	69	12	32	30	284	57	21	177	30	16	0	65	27	0	24	0
Seq_40	21	0	42	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	25	30	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	10	0	0	0	15	8	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	30	0	0	36	0	14	0	9	0	0	0	0	0	20	33	0	17	0	13	0	0	0	17	0	0	13	0	31	26	0	0	0	50	0	0	0	0	25	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	19	15	0	0	0	19	0	0	0	14	0	15	0	0	0	0	0	0	33	16	0	0	15	0	0	0	0	0	0	0	16	0	15	0	0	0	0	0	0	0	101	0	0	24	23	16	0	12	0	0	0	0	0	0	0	0	31	23	13	0	0	0
Seq_41	30	0	384	0	842	0	45	13	303	0	0	35	0	35	21	44	49	40	0	0	0	0	0	0	0	43	184	20	372	155	395	26	195	22	14	10	26	97	43	15	44	14	13	0	24	0	0	0	0	0	110	0	112	29	0	83	29	50	13	0	26	27	36	0	19	12	0	17	0	0	0	0	0	0	46	0	206	0	0	129	17	41	0	0	16	0	0	68	139	26	13	0	0	0	0	0	0	0	100	42	0	340	46	228	17	0	0	57	13	0	72	8	171	49	18	0	0	51	0	63	11	105	15	44	60	144	10	53	0	32	14	30	88	50	251	107	146	59	101	38	0	22	132	99	25	111	10	230	14	21	0	24	11	0	186	0	464	13	229	24	99	0	0	32	0	41	59	0	63	20	34	0	0	31	19	18	428	13	529	36	98	0	95	18	0	18	88	36	8	109	17	35	0	25	0	0	18	0
Seq_42	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_43	83	0	79	0	229	0	82	14	58	0	27	26	16	46	35	59	40	28	0	0	11	0	0	0	15	11	86	12	84	160	86	42	45	0	0	20	49	67	56	35	12	0	39	0	48	0	0	0	0	0	58	0	43	35	23	82	70	26	15	0	132	98	59	17	0	36	0	0	0	11	0	0	0	0	78	7	144	0	0	109	59	45	0	0	138	18	0	65	156	12	30	19	13	0	0	0	0	0	46	29	6	239	57	184	26	0	0	51	85	0	26	16	241	17	12	6	17	22	0	63	18	62	45	42	26	102	0	40	0	23	13	34	38	41	149	81	127	394	122	29	22	117	100	57	70	90	23	40	29	19	0	42	16	0	55	14	164	26	141	37	100	0	0	26	0	41	28	24	63	0	0	0	0	43	28	24	123	13	114	37	115	42	71	11	0	28	52	38	34	116	0	16	0	34	24	0	32	0
Seq_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	29	0	0	0	0	0	39	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	25	0	0	0	0	0	0	0
Seq_45	0	0	160	0	480	0	0	0	32	0	0	0	0	429	45	169	15	11	0	0	0	0	0	11	0	51	191	0	317	0	35	22	54	0	0	0	0	131	21	107	41	0	0	0	0	14	0	0	0	0	152	0	57	0	23	0	0	0	0	0	33	37	29	62	0	0	0	0	0	16	0	0	0	0	88	0	63	0	0	36	0	0	0	0	0	0	0	47	0	0	15	0	16	0	0	0	0	0	12	0	0	128	0	23	0	0	0	27	11	0	0	14	47	0	0	0	29	0	0	0	0	0	0	0	26	15	0	0	0	14	0	0	0	0	17	0	0	0	25	0	0	0	25	107	33	21	0	0	0	0	0	0	0	0	134	0	46	0	0	0	20	0	0	0	0	0	15	0	0	0	15	0	0	13	0	0	348	0	108	0	0	0	39	0	0	0	85	0	0	81	0	0	0	0	0	0	0	0
Seq_46	25	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	28	0	0	0	0	0	72	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	10	102	24	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	31	0	0	0	0	45	0	0	28	15	0	0	0	0	0	10	0	0	0	12	0	0	32	0	0	295	12	19	0	0	0	0	0	0	0	0	0	18	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	32	0	30	0	0	0	0	0	18	0	20	0	0	0	0	0	24	0	0	0	23	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	29	12	0	0	0	0	0	0	20	0	0	0	0	0	18	0
Seq_47	0	0	58	0	44	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_48	0	0	78	46	107	31	28	30	31	17	0	0	0	0	40	0	52	0	60	0	41	125	53	0	0	77	0	110	0	63	23	58	0	0	0	0	0	0	0	0	99	0	75	0	85	62	0	0	21	325	13	62	0	40	0	53	23	0	0	0	0	0	0	0	72	0	0	91	40	0	89	0	0	0	0	60	0	0	21	0	25	55	29	0	0	0	0	0	69	109	0	68	0	14	18	0	0	0	0	0	44	10	40	21	18	5	0	70	0	0	61	0	0	64	0	38	0	48	0	42	0	58	0	54	0	0	0	0	25	0	0	0	56	41	98	72	123	283	60	77	0	59	50	52	0	86	31	0	0	0	45	0	0	0	37	51	90	26	74	0	54	61	0	34	0	23	0	18	39	0	0	0	133	0	0	22	65	38	66	47	44	22	27	66	0	38	52	0	25	0	45	0	111	0	32	59	14	23
Seq_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	30	19	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
