nrow	ptw
13641	ko00253
17295	ko00253
20199	ko00253
20203	ko00253
1743	ko00254
10721	ko00254
14605	ko00254
16718	ko00254
16719	ko00254
16720	ko00254
16721	ko00254
16722	ko00254
16723	ko00254
16724	ko00254
16725	ko00254
16726	ko00254
16727	ko00254
3	ko00260
17	ko00260
47	ko00260
48	ko00260
55	ko00260
57	ko00260
86	ko00260
103	ko00260
122	ko00260
125	ko00260
243	ko00260
244	ko00260
246	ko00260
251	ko00260
252	ko00260
253	ko00260
268	ko00260
269	ko00260
270	ko00260
271	ko00260
272	ko00260
273	ko00260
280	ko00260
281	ko00260
336	ko00260
435	ko00260
471	ko00260
473	ko00260
481	ko00260
526	ko00260
531	ko00260
538	ko00260
561	ko00260
564	ko00260
734	ko00260
735	ko00260
736	ko00260
740	ko00260
767	ko00260
774	ko00260
828	ko00260
893	ko00260
962	ko00260
1460	ko00260
1525	ko00260
1526	ko00260
1527	ko00260
1528	ko00260
1559	ko00260
1574	ko00260
1575	ko00260
1576	ko00260
1580	ko00260
1647	ko00260
1650	ko00260
1980	ko00260
1981	ko00260
2211	ko00260
5583	ko00260
6277	ko00260
6279	ko00260
8205	ko00260
9635	ko00260
10151	ko00260
10898	ko00260
10987	ko00260
11687	ko00260
11974	ko00260
11975	ko00260
11976	ko00260
12405	ko00260
12474	ko00260
13158	ko00260
13496	ko00260
13655	ko00260
14918	ko00260
14919	ko00260
14920	ko00260
15068	ko00260
15069	ko00260
15070	ko00260
15071	ko00260
15073	ko00260
15170	ko00260
15191	ko00260
15192	ko00260
15338	ko00260
16288	ko00260
16319	ko00260
16829	ko00260
17063	ko00260
17932	ko00260
17933	ko00260
19445	ko00260
19745	ko00260
21121	ko00260
125	ko00261
194	ko00261
828	ko00261
854	ko00261
855	ko00261
856	ko00261
857	ko00261
1543	ko00261
5011	ko00261
11974	ko00261
11975	ko00261
11976	ko00261
13224	ko00261
15689	ko00261
15690	ko00261
15691	ko00261
18120	ko00261
18121	ko00261
18122	ko00261
18123	ko00261
18124	ko00261
18125	ko00261
18126	ko00261
18127	ko00261
18128	ko00261
18129	ko00261
18130	ko00261
18131	ko00261
3	ko00270
16	ko00270
23	ko00270
24	ko00270
25	ko00270
125	ko00270
396	ko00270
473	ko00270
476	ko00270
477	ko00270
478	ko00270
487	ko00270
562	ko00270
563	ko00270
571	ko00270
682	ko00270
698	ko00270
705	ko00270
710	ko00270
718	ko00270
719	ko00270
720	ko00270
722	ko00270
733	ko00270
734	ko00270
737	ko00270
741	ko00270
799	ko00270
828	ko00270
903	ko00270
1116	ko00270
1117	ko00270
1122	ko00270
1315	ko00270
1364	ko00270
1452	ko00270
1528	ko00270
1564	ko00270
1565	ko00270
1566	ko00270
1574	ko00270
1580	ko00270
1582	ko00270
1583	ko00270
1584	ko00270
1720	ko00270
1721	ko00270
3072	ko00270
5027	ko00270
5538	ko00270
6729	ko00270
8468	ko00270
8469	ko00270
8470	ko00270
8471	ko00270
8472	ko00270
8473	ko00270
8474	ko00270
9249	ko00270
9369	ko00270
9635	ko00270
10240	ko00270
10663	ko00270
10664	ko00270
10817	ko00270
11791	ko00270
11974	ko00270
11975	ko00270
11976	ko00270
12395	ko00270
12467	ko00270
12492	ko00270
12493	ko00270
12494	ko00270
13566	ko00270
13831	ko00270
13832	ko00270
15326	ko00270
16106	ko00270
16107	ko00270
16108	ko00270
16109	ko00270
16257	ko00270
16318	ko00270
16319	ko00270
16477	ko00270
16478	ko00270
16540	ko00270
17024	ko00270
17063	ko00270
17357	ko00270
18647	ko00270
18970	ko00270
19195	ko00270
19196	ko00270
19197	ko00270
19716	ko00270
20354	ko00270
20489	ko00270
21030	ko00270
19	ko00280
21	ko00280
120	ko00280
131	ko00280
139	ko00280
146	ko00280
152	ko00280
153	ko00280
169	ko00280
170	ko00280
171	ko00280
172	ko00280
223	ko00280
224	ko00280
227	ko00280
236	ko00280
241	ko00280
336	ko00280
549	ko00280
555	ko00280
729	ko00280
733	ko00280
734	ko00280
918	ko00280
919	ko00280
920	ko00280
1478	ko00280
1479	ko00280
1523	ko00280
1601	ko00280
1639	ko00280
1659	ko00280
1660	ko00280
1661	ko00280
1708	ko00280
1760	ko00280
1761	ko00280
1762	ko00280
1763	ko00280
1764	ko00280
3072	ko00280
5235	ko00280
5236	ko00280
5237	ko00280
6803	ko00280
7060	ko00280
7061	ko00280
7062	ko00280
7064	ko00280
7065	ko00280
7066	ko00280
8201	ko00280
8972	ko00280
9191	ko00280
10722	ko00280
10840	ko00280
10868	ko00280
10996	ko00280
12942	ko00280
13179	ko00280
13496	ko00280
14331	ko00280
14332	ko00280
17545	ko00280
17707	ko00280
17708	ko00280
17709	ko00280
18310	ko00280
21381	ko00280
21	ko00281
555	ko00281
1478	ko00281
1523	ko00281
1601	ko00281
1639	ko00281
11186	ko00281
13187	ko00281
13188	ko00281
13189	ko00281
13190	ko00281
13191	ko00281
13192	ko00281
16906	ko00281
18604	ko00281
50	ko00290
51	ko00290
236	ko00290
733	ko00290
739	ko00290
1486	ko00290
1487	ko00290
1488	ko00290
1519	ko00290
1531	ko00290
1532	ko00290
1533	ko00290
1576	ko00290
8516	ko00290
10717	ko00290
13644	ko00290
17063	ko00290
20257	ko00290
20258	ko00290
3	ko00300
125	ko00300
134	ko00300
194	ko00300
260	ko00300
261	ko00300
594	ko00300
728	ko00300
732	ko00300
741	ko00300
744	ko00300
828	ko00300
1305	ko00300
1432	ko00300
1490	ko00300
1534	ko00300
1543	ko00300
1598	ko00300
1728	ko00300
1729	ko00300
3078	ko00300
5450	ko00300
5451	ko00300
5452	ko00300
5453	ko00300
5455	ko00300
5456	ko00300
5457	ko00300
5458	ko00300
5459	ko00300
9690	ko00300
10441	ko00300
10442	ko00300
11974	ko00300
11975	ko00300
11976	ko00300
13651	ko00300
15076	ko00300
15449	ko00300
15450	ko00300
15451	ko00300
16055	ko00300
16056	ko00300
16528	ko00300
16827	ko00300
21	ko00310
120	ko00310
127	ko00310
139	ko00310
151	ko00310
226	ko00310
260	ko00310
261	ko00310
273	ko00310
409	ko00310
411	ko00310
412	ko00310
549	ko00310
578	ko00310
731	ko00310
732	ko00310
923	ko00310
924	ko00310
1428	ko00310
1523	ko00310
1601	ko00310
1639	ko00310
1655	ko00310
1656	ko00310
3617	ko00310
3618	ko00310
3619	ko00310
3620	ko00310
5668	ko00310
7062	ko00310
7065	ko00310
7066	ko00310
8689	ko00310
8690	ko00310
8691	ko00310
8692	ko00310
10877	ko00310
10878	ko00310
10879	ko00310
10880	ko00310
10881	ko00310
10882	ko00310
10883	ko00310
10885	ko00310
10886	ko00310
10887	ko00310
10888	ko00310
10889	ko00310
10890	ko00310
10891	ko00310
11158	ko00310
13023	ko00310
13059	ko00310
13060	ko00310
13061	ko00310
13496	ko00310
13568	ko00310
13652	ko00310
14257	ko00310
14874	ko00310
16529	ko00310
17085	ko00310
17086	ko00310
17087	ko00310
17088	ko00310
17275	ko00310
17276	ko00310
17567	ko00310
17850	ko00310
17871	ko00310
17899	ko00310
18217	ko00310
18694	ko00310
19739	ko00310
19740	ko00310
20517	ko00310
21554	ko00310
243	ko00311
944	ko00311
1300	ko00311
3843	ko00311
3844	ko00311
3845	ko00311
10317	ko00311
12183	ko00311
12184	ko00311
12185	ko00311
12186	ko00311
12187	ko00311
16910	ko00311
17136	ko00311
18218	ko00311
120	ko00330
128	ko00330
137	ko00330
139	ko00330
243	ko00330
244	ko00330
256	ko00330
262	ko00330
264	ko00330
282	ko00330
284	ko00330
410	ko00330
428	ko00330
471	ko00330
538	ko00330
577	ko00330
593	ko00330
705	ko00330
710	ko00330
718	ko00330
719	ko00330
720	ko00330
726	ko00330
731	ko00330
743	ko00330
831	ko00330
833	ko00330
834	ko00330
1130	ko00330
1292	ko00330
1334	ko00330
1336	ko00330
1337	ko00330
1338	ko00330
1342	ko00330
1346	ko00330
1347	ko00330
1427	ko00330
1429	ko00330
1430	ko00330
1431	ko00330
1452	ko00330
1572	ko00330
1597	ko00330
2397	ko00330
3081	ko00330
3103	ko00330
5157	ko00330
5234	ko00330
6010	ko00330
8178	ko00330
8204	ko00330
8205	ko00330
8627	ko00330
8752	ko00330
8964	ko00330
8965	ko00330
8966	ko00330
8967	ko00330
10013	ko00330
10267	ko00330
10268	ko00330
10605	ko00330
10644	ko00330
10817	ko00330
10852	ko00330
11703	ko00330
11704	ko00330
11705	ko00330
11706	ko00330
11707	ko00330
11708	ko00330
11711	ko00330
12106	ko00330
12107	ko00330
12671	ko00330
12672	ko00330
12673	ko00330
12788	ko00330
12789	ko00330
12846	ko00330
13159	ko00330
13160	ko00330
13233	ko00330
13496	ko00330
13707	ko00330
13831	ko00330
13832	ko00330
14125	ko00330
16913	ko00330
16925	ko00330
17197	ko00330
17457	ko00330
18693	ko00330
18694	ko00330
19984	ko00330
19985	ko00330
19986	ko00330
20490	ko00330
20517	ko00330
21361	ko00330
21362	ko00330
21363	ko00330
12122	ko00331
12123	ko00331
12124	ko00331
12125	ko00331
12126	ko00331
137	ko00332
831	ko00332
17388	ko00332
17389	ko00332
17390	ko00332
17391	ko00332
17392	ko00332
17609	ko00332
17610	ko00332
17611	ko00332
17612	ko00332
17613	ko00332
17615	ko00332
17616	ko00332
17617	ko00332
17618	ko00332
17619	ko00332
17629	ko00332
17630	ko00332
56	ko00333
187	ko00333
565	ko00333
20326	ko00333
20623	ko00333
20624	ko00333
20625	ko00333
20626	ko00333
20627	ko00333
20628	ko00333
20629	ko00333
20630	ko00333
20631	ko00333
20632	ko00333
20633	ko00333
20634	ko00333
20635	ko00333
20636	ko00333
20637	ko00333
20638	ko00333
13	ko00340
120	ko00340
121	ko00340
139	ko00340
244	ko00340
475	ko00340
529	ko00340
675	ko00340
724	ko00340
971	ko00340
1303	ko00340
1322	ko00340
1332	ko00340
1341	ko00340
1358	ko00340
1379	ko00340
1436	ko00340
1497	ko00340
1524	ko00340
1541	ko00340
1569	ko00340
1628	ko00340
2274	ko00340
2275	ko00340
2276	ko00340
4184	ko00340
5232	ko00340
5233	ko00340
5234	ko00340
6567	ko00340
8178	ko00340
10644	ko00340
11210	ko00340
13402	ko00340
13496	ko00340
13563	ko00340
14125	ko00340
16465	ko00340
17696	ko00340
17947	ko00340
17948	ko00340
17949	ko00340
18738	ko00340
19193	ko00340
19194	ko00340
21253	ko00340
1	ko00350
53	ko00350
113	ko00350
121	ko00350
127	ko00350
141	ko00350
146	ko00350
240	ko00350
244	ko00350
246	ko00350
366	ko00350
374	ko00350
390	ko00350
391	ko00350
395	ko00350
397	ko00350
420	ko00350
421	ko00350
437	ko00350
439	ko00350
441	ko00350
442	ko00350
474	ko00350
482	ko00350
718	ko00350
719	ko00350
720	ko00350
722	ko00350
724	ko00350
737	ko00350
741	ko00350
1405	ko00350
1407	ko00350
1438	ko00350
1439	ko00350
1458	ko00350
1502	ko00350
1615	ko00350
1616	ko00350
1640	ko00350
1641	ko00350
2283	ko00350
2284	ko00350
3072	ko00350
3793	ko00350
5449	ko00350
5530	ko00350
6806	ko00350
9703	ko00350
10250	ko00350
10817	ko00350
12793	ko00350
12794	ko00350
13363	ko00350
13364	ko00350
13365	ko00350
13366	ko00350
13392	ko00350
13831	ko00350
13832	ko00350
15132	ko00350
15432	ko00350
15433	ko00350
15434	ko00350
15440	ko00350
16162	ko00350
17653	ko00350
17902	ko00350
17969	ko00350
19702	ko00350
20323	ko00350
21026	ko00350
21143	ko00350
21145	ko00350
21146	ko00350
53	ko00360
71	ko00360
121	ko00360
136	ko00360
240	ko00360
244	ko00360
246	ko00360
255	ko00360
397	ko00360
424	ko00360
436	ko00360
464	ko00360
515	ko00360
551	ko00360
718	ko00360
719	ko00360
720	ko00360
722	ko00360
724	ko00360
731	ko00360
737	ko00360
741	ko00360
1292	ko00360
1316	ko00360
1439	ko00360
1500	ko00360
1523	ko00360
1705	ko00360
1713	ko00360
2326	ko00360
2380	ko00360
2381	ko00360
2382	ko00360
2383	ko00360
2384	ko00360
2385	ko00360
2386	ko00360
2389	ko00360
3072	ko00360
3508	ko00360
3794	ko00360
5336	ko00360
5337	ko00360
5338	ko00360
5339	ko00360
5340	ko00360
5341	ko00360
5342	ko00360
5449	ko00360
6806	ko00360
9914	ko00360
10251	ko00360
10271	ko00360
10817	ko00360
12172	ko00360
12496	ko00360
12793	ko00360
12794	ko00360
13831	ko00360
13832	ko00360
14803	ko00360
15132	ko00360
15148	ko00360
17428	ko00360
17429	ko00360
17430	ko00360
17431	ko00360
17432	ko00360
17433	ko00360
17434	ko00360
17435	ko00360
17436	ko00360
17456	ko00360
17653	ko00360
17897	ko00360
20640	ko00360
21144	ko00360
21243	ko00360
196	ko00361
387	ko00361
402	ko00361
945	ko00361
1409	ko00361
1410	ko00361
1412	ko00361
1668	ko00361
1672	ko00361
3008	ko00361
3119	ko00361
3128	ko00361
3818	ko00361
6471	ko00361
6661	ko00361
10153	ko00361
14531	ko00361
14532	ko00361
14533	ko00361
14534	ko00361
14535	ko00361
14536	ko00361
14537	ko00361
14538	ko00361
14539	ko00361
14540	ko00361
14541	ko00361
14542	ko00361
15510	ko00361
15511	ko00361
15512	ko00361
15513	ko00361
15514	ko00361
15517	ko00361
15536	ko00361
15537	ko00361
17163	ko00361
17164	ko00361
20473	ko00361
71	ko00362
196	ko00362
226	ko00362
387	ko00362
388	ko00362
389	ko00362
419	ko00362
549	ko00362
555	ko00362
921	ko00362
922	ko00362
939	ko00362
958	ko00362
1448	ko00362
1455	ko00362
1457	ko00362
1500	ko00362
1523	ko00362
1601	ko00362
1635	ko00362
1639	ko00362
1668	ko00362
1669	ko00362
2326	ko00362
3008	ko00362
3119	ko00362
3195	ko00362
3794	ko00362
3818	ko00362
3820	ko00362
3821	ko00362
3824	ko00362
3825	ko00362
3826	ko00362
3827	ko00362
3828	ko00362
3829	ko00362
3830	ko00362
3831	ko00362
3832	ko00362
3833	ko00362
3834	ko00362
3835	ko00362
5180	ko00362
5181	ko00362
5411	ko00362
5412	ko00362
6661	ko00362
7067	ko00362
7084	ko00362
7085	ko00362
7086	ko00362
7087	ko00362
7088	ko00362
7089	ko00362
7365	ko00362
7366	ko00362
9700	ko00362
9701	ko00362
9702	ko00362
9703	ko00362
9704	ko00362
9705	ko00362
10098	ko00362
10099	ko00362
13180	ko00362
13711	ko00362
13712	ko00362
14097	ko00362
14797	ko00362
14798	ko00362
14799	ko00362
14800	ko00362
15051	ko00362
15052	ko00362
15442	ko00362
15510	ko00362
15511	ko00362
15512	ko00362
15513	ko00362
15514	ko00362
15517	ko00362
15536	ko00362
15537	ko00362
15780	ko00362
15781	ko00362
17163	ko00362
17164	ko00362
17437	ko00362
17438	ko00362
17439	ko00362
18083	ko00362
18084	ko00362
18085	ko00362
18466	ko00362
18467	ko00362
19405	ko00362
19881	ko00362
19882	ko00362
19883	ko00362
19884	ko00362
21093	ko00362
21366	ko00362
5524	ko00363
13894	ko00363
196	ko00364
945	ko00364
1548	ko00364
1668	ko00364
1672	ko00364
3119	ko00364
3128	ko00364
5180	ko00364
5181	ko00364
5411	ko00364
5412	ko00364
8203	ko00364
13795	ko00364
13796	ko00364
19750	ko00364
19751	ko00364
19752	ko00364
19753	ko00364
16134	ko00365
16135	ko00365
16136	ko00365
16137	ko00365
16138	ko00365
16139	ko00365
16140	ko00365
16141	ko00365
21	ko00380
120	ko00380
139	ko00380
146	ko00380
151	ko00380
226	ko00380
244	ko00380
392	ko00380
393	ko00380
403	ko00380
406	ko00380
423	ko00380
429	ko00380
438	ko00380
472	ko00380
491	ko00380
549	ko00380
589	ko00380
723	ko00380
732	ko00380
741	ko00380
1110	ko00380
1292	ko00380
1298	ko00380
1362	ko00380
1406	ko00380
1439	ko00380
1501	ko00380
1523	ko00380
1548	ko00380
1601	ko00380
1639	ko00380
3072	ko00380
3129	ko00380
3507	ko00380
3508	ko00380
3823	ko00380
6687	ko00380
6960	ko00380
6961	ko00380
6962	ko00380
7062	ko00380
7065	ko00380
7066	ko00380
9701	ko00380
10644	ko00380
11267	ko00380
11268	ko00380
11271	ko00380
11272	ko00380
11273	ko00380
11274	ko00380
11275	ko00380
11276	ko00380
11323	ko00380
13496	ko00380
13647	ko00380
13648	ko00380
13649	ko00380
13716	ko00380
14362	ko00380
16162	ko00380
16163	ko00380
16164	ko00380
19151	ko00380
19166	ko00380
19751	ko00380
20645	ko00380
21233	ko00380
21249	ko00380
21266	ko00380
21401	ko00380
14	ko00400
189	ko00400
190	ko00400
199	ko00400
240	ko00400
436	ko00400
676	ko00400
708	ko00400
718	ko00400
719	ko00400
720	ko00400
722	ko00400
724	ko00400
737	ko00400
741	ko00400
792	ko00400
1450	ko00400
1466	ko00400
1491	ko00400
1492	ko00400
1493	ko00400
1525	ko00400
1526	ko00400
1527	ko00400
1542	ko00400
1561	ko00400
1562	ko00400
1631	ko00400
1662	ko00400
3072	ko00400
3511	ko00400
3512	ko00400
3582	ko00400
3812	ko00400
3813	ko00400
4213	ko00400
4214	ko00400
4215	ko00400
4994	ko00400
4995	ko00400
5449	ko00400
5513	ko00400
5583	ko00400
5774	ko00400
5775	ko00400
8977	ko00400
8978	ko00400
10817	ko00400
11101	ko00400
12916	ko00400
12917	ko00400
12920	ko00400
12922	ko00400
13241	ko00400
13242	ko00400
13244	ko00400
13265	ko00400
13581	ko00400
13598	ko00400
13831	ko00400
13832	ko00400
14521	ko00400
14522	ko00400
14937	ko00400
15132	ko00400
15573	ko00400
15574	ko00400
16822	ko00400
16823	ko00400
16824	ko00400
17312	ko00400
17313	ko00400
189	ko00401
199	ko00401
719	ko00401
720	ko00401
722	ko00401
724	ko00401
737	ko00401
741	ko00401
4214	ko00401
10817	ko00401
12149	ko00401
12150	ko00401
12151	ko00401
12152	ko00401
12153	ko00401
12155	ko00401
12156	ko00401
12157	ko00401
12159	ko00401
12160	ko00401
12161	ko00401
12162	ko00401
12163	ko00401
12164	ko00401
12165	ko00401
12166	ko00401
12167	ko00401
12168	ko00401
13598	ko00401
16704	ko00401
12654	ko00402
12655	ko00402
12656	ko00402
12657	ko00402
12658	ko00402
12659	ko00402
12660	ko00402
12661	ko00402
17458	ko00403
17459	ko00403
17460	ko00403
17461	ko00403
17462	ko00403
17463	ko00403
17464	ko00403
17465	ko00403
17466	ko00403
17467	ko00403
17468	ko00403
17469	ko00403
17470	ko00403
13543	ko00404
13545	ko00404
13641	ko00404
13650	ko00404
15706	ko00404
16553	ko00404
16899	ko00404
16900	ko00404
16901	ko00404
17352	ko00404
17353	ko00404
17354	ko00404
18833	ko00404
18834	ko00404
18835	ko00404
18836	ko00404
18837	ko00404
18838	ko00404
18930	ko00404
18931	ko00404
19024	ko00404
19025	ko00404
19026	ko00404
19027	ko00404
19028	ko00404
19029	ko00404
19030	ko00404
19031	ko00404
19032	ko00404
19033	ko00404
19034	ko00404
19035	ko00404
19036	ko00404
19037	ko00404
1492	ko00405
1493	ko00405
6557	ko00405
12495	ko00405
17014	ko00405
17074	ko00405
17075	ko00405
17076	ko00405
17077	ko00405
19204	ko00405
19207	ko00405
19208	ko00405
19209	ko00405
19880	ko00405
20017	ko00405
20236	ko00405
120	ko00410
121	ko00410
128	ko00410
131	ko00410
139	ko00410
186	ko00410
224	ko00410
246	ko00410
282	ko00410
705	ko00410
710	ko00410
729	ko00410
730	ko00410
1297	ko00410
1328	ko00410
1424	ko00410
1425	ko00410
1426	ko00410
1523	ko00410
1601	ko00410
1639	ko00410
1719	ko00410
5234	ko00410
5235	ko00410
6803	ko00410
7062	ko00410
7065	ko00410
7066	ko00410
8178	ko00410
9214	ko00410
11711	ko00410
12788	ko00410
12789	ko00410
12942	ko00410
13212	ko00410
13496	ko00410
14125	ko00410
14660	ko00410
16797	ko00410
16798	ko00410
16913	ko00410
17969	ko00410
17985	ko00410
232	ko00430
233	ko00430
396	ko00430
548	ko00430
579	ko00430
600	ko00430
825	ko00430
1426	ko00430
1440	ko00430
2862	ko00430
3577	ko00430
3578	ko00430
6808	ko00430
6809	ko00430
10188	ko00430
13201	ko00430
14319	ko00430
14659	ko00430
14660	ko00430
14661	ko00430
17639	ko00430
17985	ko00430
18262	ko00430
18650	ko00430
863	ko00440
864	ko00440
888	ko00440
889	ko00440
1654	ko00440
3163	ko00440
3549	ko00440
4965	ko00440
5408	ko00440
5728	ko00440
5729	ko00440
5730	ko00440
5731	ko00440
5732	ko00440
5733	ko00440
8953	ko00440
9483	ko00440
12337	ko00440
12338	ko00440
12339	ko00440
12340	ko00440
12341	ko00440
12342	ko00440
12343	ko00440
12344	ko00440
12345	ko00440
12346	ko00440
12347	ko00440
12348	ko00440
12349	ko00440
12350	ko00440
12351	ko00440
13058	ko00440
17123	ko00440
18620	ko00440
18621	ko00440
19801	ko00440
19870	ko00440
20108	ko00440
20109	ko00440
20761	ko00440
21208	ko00440
338	ko00450
477	ko00450
478	ko00450
491	ko00450
723	ko00450
854	ko00450
855	ko00450
856	ko00450
857	ko00450
902	ko00450
927	ko00450
1565	ko00450
1580	ko00450
1582	ko00450
1583	ko00450
1585	ko00450
1681	ko00450
3079	ko00450
6862	ko00450
6863	ko00450
7772	ko00450
10302	ko00450
11172	ko00450
11977	ko00450
11978	ko00450
11979	ko00450
13224	ko00450
13566	ko00450
21008	ko00450
431	ko00460
526	ko00460
600	ko00460
1064	ko00460
1290	ko00460
1319	ko00460
1362	ko00460
1715	ko00460
4985	ko00460
4986	ko00460
7773	ko00460
7774	ko00460
10043	ko00460
10152	ko00460
10287	ko00460
10288	ko00460
10289	ko00460
11605	ko00460
12460	ko00460
12462	ko00460
12463	ko00460
12464	ko00460
12465	ko00460
12466	ko00460
12467	ko00460
12468	ko00460
12821	ko00460
13949	ko00460
14282	ko00460
15533	ko00460
15534	ko00460
17355	ko00460
17639	ko00460
19746	ko00460
21513	ko00460
234	ko00471
1291	ko00471
1596	ko00471
1725	ko00471
1726	ko00471
5228	ko00471
21033	ko00471
243	ko00472
731	ko00472
16972	ko00472
16973	ko00472
18695	ko00472
18697	ko00472
20517	ko00472
20727	ko00472
731	ko00473
1595	ko00473
1722	ko00473
3105	ko00473
13599	ko00473
30	ko00480
31	ko00480
32	ko00480
35	ko00480
276	ko00480
337	ko00480
375	ko00480
377	ko00480
600	ko00480
601	ko00480
705	ko00480
707	ko00480
710	ko00480
1126	ko00480
1127	ko00480
1141	ko00480
1324	ko00480
1333	ko00480
1427	ko00480
1646	ko00480
1718	ko00480
1720	ko00480
1721	ko00480
3817	ko00480
3993	ko00480
4996	ko00480
4997	ko00480
5617	ko00480
6786	ko00480
7294	ko00480
10281	ko00480
10282	ko00480
10603	ko00480
10605	ko00480
10647	ko00480
10648	ko00480
10663	ko00480
10664	ko00480
10666	ko00480
12727	ko00480
14716	ko00480
17639	ko00480
19782	ko00480
20354	ko00480
20717	ko00480
21409	ko00480
607	ko00500
608	ko00500
609	ko00500
610	ko00500
611	ko00500
612	ko00500
613	ko00500
614	ko00500
615	ko00500
616	ko00500
619	ko00500
620	ko00500
621	ko00500
622	ko00500
624	ko00500
625	ko00500
662	ko00500
746	ko00500
747	ko00500
749	ko00500
860	ko00500
871	ko00500
874	ko00500
967	ko00500
970	ko00500
1052	ko00500
1053	ko00500
1054	ko00500
1055	ko00500
1058	ko00500
1063	ko00500
1064	ko00500
1069	ko00500
1070	ko00500
1072	ko00500
1075	ko00500
1076	ko00500
1079	ko00500
1084	ko00500
1086	ko00500
1087	ko00500
1089	ko00500
1096	ko00500
1097	ko00500
1099	ko00500
1100	ko00500
1106	ko00500
1109	ko00500
1370	ko00500
1624	ko00500
1648	ko00500
1651	ko00500
2212	ko00500
2515	ko00500
2516	ko00500
2522	ko00500
2523	ko00500
2524	ko00500
2535	ko00500
2545	ko00500
2546	ko00500
2559	ko00500
2560	ko00500
2561	ko00500
2566	ko00500
2567	ko00500
2568	ko00500
4981	ko00500
4982	ko00500
4983	ko00500
4985	ko00500
4986	ko00500
5572	ko00500
5575	ko00500
5613	ko00500
6418	ko00500
6455	ko00500
6582	ko00500
6957	ko00500
11264	ko00500
11500	ko00500
11768	ko00500
11769	ko00500
11859	ko00500
12489	ko00500
13093	ko00500
13223	ko00500
15063	ko00500
15064	ko00500
15190	ko00500
15327	ko00500
15418	ko00500
15419	ko00500
15420	ko00500
15421	ko00500
15422	ko00500
15425	ko00500
17520	ko00500
17821	ko00500
18355	ko00500
18619	ko00500
18840	ko00500
18841	ko00500
18842	ko00500
19054	ko00500
19055	ko00500
19755	ko00500
19756	ko00500
20440	ko00500
21153	ko00500
21267	ko00500
633	ko00510
637	ko00510
640	ko00510
643	ko00510
644	ko00510
649	ko00510
650	ko00510
651	ko00510
656	ko00510
687	ko00510
688	ko00510
802	ko00510
896	ko00510
1102	ko00510
1104	ko00510
1105	ko00510
3568	ko00510
3569	ko00510
3570	ko00510
3571	ko00510
3572	ko00510
3573	ko00510
3574	ko00510
3575	ko00510
3576	ko00510
5177	ko00510
6708	ko00510
6805	ko00510
6984	ko00510
6993	ko00510
7498	ko00510
7499	ko00510
7500	ko00510
9152	ko00510
9153	ko00510
9155	ko00510
12115	ko00510
12116	ko00510
12117	ko00510
12118	ko00510
12119	ko00510
12139	ko00510
13161	ko00510
1062	ko00511
1066	ko00511
1067	ko00511
1068	ko00511
